#EnsemblGeneID(0)	ChromosomeName(1)	promoterStart(2)	promoterStop(3)	Strand(4)
AAEL008837	supercont1.352	824393	825392	+
AAEL008847	supercont1.352	1088051	1089050	+
AAEL008842	supercont1.352	1175707	1176706	-
AAEL008861	supercont1.353	128702	129701	+
AAEL008856	supercont1.353	152159	153158	+
AAEL008857	supercont1.353	174710	175709	-
AAEL008876	supercont1.353	177135	178134	-
AAEL008858	supercont1.353	206056	207055	-
AAEL008862	supercont1.353	233281	234280	-
AAEL008863	supercont1.353	242569	243568	+
AAEL008875	supercont1.353	279679	280678	-
AAEL008874	supercont1.353	286098	287097	-
AAEL008868	supercont1.353	295307	296306	-
AAEL008864	supercont1.353	317433	318432	+
AAEL008871	supercont1.353	340260	341259	+
AAEL008865	supercont1.353	344401	345400	-
AAEL008870	supercont1.353	367034	368033	+
AAEL008860	supercont1.353	397615	398614	-
AAEL008867	supercont1.353	407171	408170	+
AAEL008855	supercont1.353	444462	445461	-
AAEL008872	supercont1.353	493872	494871	-
AAEL008869	supercont1.353	511219	512218	-
AAEL008873	supercont1.353	520025	521024	+
AAEL008866	supercont1.353	529154	530153	+
AAEL008859	supercont1.353	651229	652228	-
AAEL016661	supercont1.353	1025345	1026344	-
AAEL008881	supercont1.354	20339	21338	-
AAEL008890	supercont1.354	42754	43753	-
AAEL008891	supercont1.354	57243	58242	-
AAEL008883	supercont1.354	64540	65539	+
AAEL008887	supercont1.354	66239	67238	+
AAEL008880	supercont1.354	75286	76285	+
AAEL008886	supercont1.354	84711	85710	-
AAEL008888	supercont1.354	471599	472598	+
AAEL008877	supercont1.354	491220	492219	-
AAEL008884	supercont1.354	523626	524625	-
AAEL008889	supercont1.354	546315	547314	+
AAEL008885	supercont1.354	642661	643660	-
AAEL008882	supercont1.354	1028026	1029025	+
AAEL016662	supercont1.354	1055266	1056265	+
AAEL008878	supercont1.354	1065907	1066906	+
AAEL008879	supercont1.354	1109779	1110778	-
AAEL015586	supercont1.3544	3608	4607	+
AAEL008904	supercont1.355	168484	169483	+
AAEL008897	supercont1.355	263285	264284	-
AAEL008896	supercont1.355	264170	265169	-
AAEL008899	supercont1.355	271780	272779	-
AAEL008893	supercont1.355	470442	471441	+
AAEL008900	supercont1.355	481163	482162	-
AAEL008895	supercont1.355	581878	582877	-
AAEL008901	supercont1.355	594176	595175	-
AAEL008905	supercont1.355	648269	649268	-
AAEL008898	supercont1.355	672352	673351	-
AAEL008902	supercont1.355	727730	728729	-
AAEL008903	supercont1.355	777123	778122	-
AAEL008892	supercont1.355	841112	842111	-
AAEL008894	supercont1.355	1090307	1091306	-
AAEL015589	supercont1.3550	1947	2946	-
AAEL015588	supercont1.3550	5224	6223	-
AAEL015590	supercont1.3556	6244	7243	-
AAEL008907	supercont1.356	23824	24823	+
AAEL008910	supercont1.356	61656	62655	-
AAEL008913	supercont1.356	250986	251985	+
AAEL008909	supercont1.356	318148	319147	+
AAEL008912	supercont1.356	1152820	1153819	+
AAEL008908	supercont1.356	1172289	1173288	+
AAEL008914	supercont1.356	1175380	1176379	+
AAEL008906	supercont1.356	1176024	1177023	-
AAEL008911	supercont1.356	1184796	1185795	-
AAEL015591	supercont1.3561	1	491	+
AAEL015592	supercont1.3565	6284	7283	-
AAEL008917	supercont1.357	138763	139762	+
AAEL008915	supercont1.357	434304	435303	-
AAEL008920	supercont1.357	567122	568121	+
AAEL008916	supercont1.357	621611	622610	-
AAEL008918	supercont1.357	905848	906847	-
AAEL008922	supercont1.358	155000	155999	-
AAEL008934	supercont1.358	160083	161082	-
AAEL008921	supercont1.358	390362	391361	-
AAEL008923	supercont1.358	395467	396466	+
AAEL008929	supercont1.358	462010	463009	-
AAEL008931	supercont1.358	650866	651865	+
AAEL008928	supercont1.358	724682	725681	-
AAEL008932	supercont1.358	828986	829985	-
AAEL008926	supercont1.358	838876	839875	+
AAEL008927	supercont1.358	1005767	1006766	+
AAEL008930	supercont1.358	1042561	1043560	+
AAEL008933	supercont1.358	1117262	1118261	-
AAEL008924	supercont1.358	1192168	1193167	-
AAEL008925	supercont1.358	1305233	1306232	-
AAEL015593	supercont1.3585	2714	3713	-
AAEL008937	supercont1.359	650035	651034	+
AAEL008935	supercont1.359	920106	921105	-
AAEL008936	supercont1.359	931774	932773	+
AAEL015594	supercont1.3590	1620	2619	-
AAEL015595	supercont1.3596	1	205	+
AAEL001546	supercont1.36	19917	20916	+
AAEL001539	supercont1.36	112896	113895	+
AAEL001551	supercont1.36	156811	157810	-
AAEL001558	supercont1.36	188823	189822	+
AAEL001587	supercont1.36	240069	241068	-
AAEL001594	supercont1.36	255202	256201	+
AAEL001555	supercont1.36	271497	272496	-
AAEL001591	supercont1.36	287225	288224	+
AAEL001560	supercont1.36	408264	409263	+
AAEL001557	supercont1.36	420233	421232	+
AAEL001566	supercont1.36	440349	441348	-
AAEL001578	supercont1.36	643552	644551	+
AAEL001542	supercont1.36	717858	718857	+
AAEL001592	supercont1.36	760563	761562	+
AAEL001568	supercont1.36	836452	837451	+
AAEL001581	supercont1.36	890593	891592	-
AAEL001595	supercont1.36	908792	909791	+
AAEL001585	supercont1.36	919006	920005	+
AAEL001545	supercont1.36	920255	921254	+
AAEL001569	supercont1.36	929775	930774	+
AAEL001576	supercont1.36	959457	960456	+
AAEL001579	supercont1.36	961161	962160	+
AAEL001588	supercont1.36	968623	969622	+
AAEL001554	supercont1.36	991937	992936	-
AAEL001573	supercont1.36	992317	993316	+
AAEL001584	supercont1.36	1071464	1072463	-
AAEL001571	supercont1.36	1280600	1281599	-
AAEL001550	supercont1.36	1369204	1370203	-
AAEL001596	supercont1.36	1400702	1401701	+
AAEL001544	supercont1.36	1406747	1407746	+
AAEL001553	supercont1.36	1470909	1471908	-
AAEL001577	supercont1.36	1591889	1592888	+
AAEL001570	supercont1.36	1616354	1617353	-
AAEL001561	supercont1.36	1737320	1738319	-
AAEL001567	supercont1.36	1819143	1820142	-
AAEL001572	supercont1.36	2060940	2061939	-
AAEL001565	supercont1.36	2078252	2079251	-
AAEL001590	supercont1.36	2098714	2099713	-
AAEL001583	supercont1.36	2150268	2151267	+
AAEL001580	supercont1.36	2200058	2201057	-
AAEL001575	supercont1.36	2214478	2215477	-
AAEL001547	supercont1.36	2228554	2229553	-
AAEL001540	supercont1.36	2246229	2247228	+
AAEL001564	supercont1.36	2282153	2283152	+
AAEL001559	supercont1.36	2317631	2318630	-
AAEL001552	supercont1.36	2330514	2331513	-
AAEL001574	supercont1.36	2510000	2510999	+
AAEL001538	supercont1.36	2588691	2589690	+
AAEL001563	supercont1.36	2649361	2650360	+
AAEL001562	supercont1.36	2651982	2652981	-
AAEL001593	supercont1.36	2655953	2656952	+
AAEL001582	supercont1.36	2802565	2803564	+
AAEL001556	supercont1.36	2885014	2886013	-
AAEL001549	supercont1.36	2940929	2941928	-
AAEL001586	supercont1.36	2993808	2994807	+
AAEL001548	supercont1.36	3005437	3006436	+
AAEL001541	supercont1.36	3305845	3306844	-
AAEL001543	supercont1.36	3413890	3414889	-
AAEL001589	supercont1.36	3451487	3452486	+
AAEL008939	supercont1.360	64692	65691	-
AAEL008957	supercont1.360	69640	70639	+
AAEL008948	supercont1.360	112821	113820	-
AAEL008955	supercont1.360	137195	138194	-
AAEL008959	supercont1.360	157560	158559	-
AAEL008941	supercont1.360	164439	165438	+
AAEL008945	supercont1.360	179545	180544	-
AAEL008963	supercont1.360	208166	209165	-
AAEL008956	supercont1.360	246001	247000	-
AAEL008954	supercont1.360	252883	253882	+
AAEL008953	supercont1.360	338737	339736	-
AAEL008958	supercont1.360	480839	481838	+
AAEL008960	supercont1.360	540943	541942	-
AAEL008947	supercont1.360	562491	563490	+
AAEL008962	supercont1.360	586295	587294	-
AAEL008952	supercont1.360	623421	624420	+
AAEL008943	supercont1.360	642761	643760	+
AAEL008944	supercont1.360	670202	671201	-
AAEL008950	supercont1.360	709098	710097	+
AAEL008949	supercont1.360	723708	724707	+
AAEL008951	supercont1.360	738435	739434	+
AAEL008938	supercont1.360	763623	764622	-
AAEL008942	supercont1.360	780181	781180	+
AAEL008940	supercont1.360	816286	817285	-
AAEL008946	supercont1.360	933281	934280	-
AAEL008961	supercont1.360	1140013	1141012	+
AAEL009006	supercont1.361	194007	195006	+
AAEL008994	supercont1.361	194619	195618	-
AAEL009007	supercont1.361	244496	245495	-
AAEL009000	supercont1.361	264369	265368	+
AAEL008984	supercont1.361	264758	265757	-
AAEL008964	supercont1.361	274863	275862	+
AAEL008972	supercont1.361	275172	276171	-
AAEL008975	supercont1.361	284667	285666	+
AAEL008996	supercont1.361	284939	285938	-
AAEL008991	supercont1.361	294233	295232	+
AAEL008998	supercont1.361	294496	295495	-
AAEL008980	supercont1.361	299243	300242	+
AAEL009012	supercont1.361	299468	300467	-
AAEL009010	supercont1.361	305641	306640	+
AAEL008973	supercont1.361	305876	306875	-
AAEL008977	supercont1.361	314285	315284	-
AAEL008997	supercont1.361	363668	364667	+
AAEL008992	supercont1.361	363936	364935	-
AAEL009011	supercont1.361	426202	427201	+
AAEL009002	supercont1.361	461892	462891	+
AAEL008988	supercont1.361	599317	600316	+
AAEL009008	supercont1.361	627357	628356	-
AAEL008974	supercont1.361	647088	648087	-
AAEL009003	supercont1.361	648065	649064	+
AAEL008968	supercont1.361	648451	649450	-
AAEL008981	supercont1.361	656928	657927	+
AAEL008966	supercont1.361	657049	658048	-
AAEL008979	supercont1.361	662106	663105	-
AAEL008978	supercont1.361	662923	663922	+
AAEL008971	supercont1.361	674111	675110	+
AAEL008985	supercont1.361	674667	675666	-
AAEL008989	supercont1.361	695703	696702	+
AAEL008995	supercont1.361	696353	697352	-
AAEL008976	supercont1.361	698512	699511	-
AAEL009004	supercont1.361	709209	710208	-
AAEL008983	supercont1.361	731391	732390	+
AAEL008990	supercont1.361	745904	746903	-
AAEL009009	supercont1.361	745974	746973	+
AAEL008987	supercont1.361	762608	763607	+
AAEL008965	supercont1.361	763461	764460	-
AAEL008999	supercont1.361	771966	772965	-
AAEL008969	supercont1.361	781145	782144	+
AAEL008993	supercont1.361	784762	785761	+
AAEL009013	supercont1.361	796995	797994	-
AAEL008982	supercont1.361	823582	824581	-
AAEL008967	supercont1.361	829666	830665	+
AAEL008986	supercont1.361	847265	848264	-
AAEL009001	supercont1.361	860886	861885	-
AAEL009005	supercont1.361	890877	891876	+
AAEL008970	supercont1.361	925118	926117	+
AAEL015597	supercont1.3615	321	1320	+
AAEL009019	supercont1.362	296073	297072	-
AAEL009018	supercont1.362	641208	642207	-
AAEL009022	supercont1.362	1014127	1015126	-
AAEL009014	supercont1.362	1207814	1208813	+
AAEL009021	supercont1.362	1259763	1260762	-
AAEL009015	supercont1.362	1344949	1345948	+
AAEL009020	supercont1.362	1357793	1358792	+
AAEL009017	supercont1.362	1359081	1360080	+
AAEL009016	supercont1.362	1367072	1368071	-
AAEL015598	supercont1.3621	3024	4023	-
AAEL015600	supercont1.3628	660	1659	-
AAEL015599	supercont1.3628	1231	2230	-
AAEL009038	supercont1.363	2247	3246	+
AAEL009035	supercont1.363	30313	31312	-
AAEL009026	supercont1.363	62549	63548	-
AAEL009027	supercont1.363	65945	66944	+
AAEL009025	supercont1.363	68008	69007	-
AAEL009036	supercont1.363	113404	114403	-
AAEL009030	supercont1.363	139417	140416	-
AAEL009037	supercont1.363	161897	162896	-
AAEL009031	supercont1.363	309431	310430	+
AAEL009032	supercont1.363	635519	636518	+
AAEL009029	supercont1.363	733420	734419	-
AAEL009039	supercont1.363	734034	735033	+
AAEL009034	supercont1.363	803474	804473	+
AAEL009024	supercont1.363	844599	845598	-
AAEL016663	supercont1.363	881813	882812	+
AAEL009023	supercont1.363	908210	909209	+
AAEL015601	supercont1.3637	1352	2351	+
AAEL009046	supercont1.364	181686	182685	-
AAEL009040	supercont1.364	502865	503864	+
AAEL009049	supercont1.364	508784	509783	+
AAEL009052	supercont1.364	526449	527448	-
AAEL009051	supercont1.364	536752	537751	+
AAEL009048	supercont1.364	562605	563604	-
AAEL009047	supercont1.364	579143	580142	+
AAEL009045	supercont1.364	613076	614075	-
AAEL009050	supercont1.364	618873	619872	+
AAEL009044	supercont1.364	629558	630557	-
AAEL009042	supercont1.364	911913	912912	+
AAEL009041	supercont1.364	928228	929227	-
AAEL009043	supercont1.364	1065937	1066936	-
AAEL009053	supercont1.365	703226	704225	-
AAEL016664	supercont1.365	1054974	1055973	+
AAEL015602	supercont1.3657	5965	6964	-
AAEL009054	supercont1.366	59781	60780	-
AAEL009065	supercont1.366	95969	96968	+
AAEL009068	supercont1.366	117895	118894	+
AAEL009059	supercont1.366	150899	151898	-
AAEL009063	supercont1.366	192730	193729	-
AAEL009064	supercont1.366	621063	622062	+
AAEL009060	supercont1.366	734332	735331	-
AAEL009062	supercont1.366	811801	812800	-
AAEL009056	supercont1.366	978553	979552	+
AAEL009067	supercont1.366	1019964	1020963	-
AAEL009061	supercont1.366	1029984	1030983	-
AAEL009066	supercont1.366	1038835	1039834	+
AAEL009058	supercont1.366	1055279	1056278	+
AAEL009069	supercont1.366	1090877	1091876	+
AAEL009057	supercont1.366	1092502	1093501	+
AAEL009055	supercont1.366	1153243	1154242	-
AAEL015603	supercont1.3662	3810	4809	-
AAEL009072	supercont1.367	913972	914971	+
AAEL009071	supercont1.367	1021079	1022078	-
AAEL009073	supercont1.367	1146229	1147228	-
AAEL009070	supercont1.367	1156989	1157988	-
AAEL015604	supercont1.3675	1284	2283	+
AAEL009076	supercont1.368	181965	182964	+
AAEL009081	supercont1.368	575066	576065	-
AAEL009079	supercont1.368	638331	639330	-
AAEL009082	supercont1.368	644374	645373	-
AAEL009083	supercont1.368	661476	662475	-
AAEL009087	supercont1.368	664806	665805	-
AAEL009075	supercont1.368	678974	679973	+
AAEL009086	supercont1.368	702772	703771	-
AAEL009088	supercont1.368	711660	712659	+
AAEL009077	supercont1.368	807549	808548	+
AAEL009080	supercont1.368	856665	857664	-
AAEL009085	supercont1.368	997323	998322	-
AAEL009078	supercont1.368	1000974	1001973	+
AAEL009089	supercont1.368	1012956	1013955	-
AAEL009084	supercont1.368	1018603	1019602	+
AAEL009074	supercont1.368	1152632	1153631	+
AAEL009090	supercont1.369	133862	134861	+
AAEL009096	supercont1.369	141299	142298	+
AAEL009106	supercont1.369	170556	171555	+
AAEL009094	supercont1.369	309436	310435	+
AAEL009092	supercont1.369	344689	345688	+
AAEL009105	supercont1.369	433617	434616	-
AAEL009095	supercont1.369	442388	443387	+
AAEL009101	supercont1.369	463968	464967	+
AAEL009091	supercont1.369	560208	561207	-
AAEL009098	supercont1.369	584412	585411	+
AAEL016665	supercont1.369	600742	601741	-
AAEL009100	supercont1.369	617109	618108	-
AAEL009103	supercont1.369	635758	636757	-
AAEL009093	supercont1.369	707444	708443	-
AAEL009102	supercont1.369	745514	746513	-
AAEL009099	supercont1.369	911985	912984	-
AAEL009097	supercont1.369	934789	935788	-
AAEL016666	supercont1.369	1005161	1006160	-
AAEL009104	supercont1.369	1077324	1078323	+
AAEL009107	supercont1.369	1090865	1091864	+
AAEL016667	supercont1.369	1122766	1123765	-
AAEL016668	supercont1.369	1128847	1129846	-
AAEL016669	supercont1.369	1130531	1131530	-
AAEL001613	supercont1.37	18873	19872	+
AAEL001620	supercont1.37	44321	45320	+
AAEL001602	supercont1.37	102748	103747	+
AAEL001611	supercont1.37	160477	161476	+
AAEL001621	supercont1.37	168364	169363	+
AAEL001609	supercont1.37	690210	691209	-
AAEL001598	supercont1.37	1000710	1001709	-
AAEL001599	supercont1.37	1041831	1042830	-
AAEL001608	supercont1.37	1277730	1278729	-
AAEL001630	supercont1.37	1379668	1380667	+
AAEL001617	supercont1.37	1433261	1434260	+
AAEL001605	supercont1.37	1817921	1818920	+
AAEL001604	supercont1.37	2222223	2223222	+
AAEL001624	supercont1.37	2248546	2249545	+
AAEL001597	supercont1.37	2249392	2250391	-
AAEL001615	supercont1.37	2257228	2258227	-
AAEL001614	supercont1.37	2262956	2263955	+
AAEL001610	supercont1.37	2263756	2264755	-
AAEL001607	supercont1.37	2294802	2295801	-
AAEL001627	supercont1.37	2306978	2307977	-
AAEL001612	supercont1.37	2382045	2383044	-
AAEL001626	supercont1.37	2467110	2468109	+
AAEL001628	supercont1.37	2555174	2556173	-
AAEL001623	supercont1.37	2841490	2842489	+
AAEL001603	supercont1.37	3012421	3013420	+
AAEL001601	supercont1.37	3052279	3053278	+
AAEL001625	supercont1.37	3058602	3059601	+
AAEL001600	supercont1.37	3074399	3075398	-
AAEL001622	supercont1.37	3079953	3080952	+
AAEL001606	supercont1.37	3172078	3173077	-
AAEL001618	supercont1.37	3226106	3227105	-
AAEL001631	supercont1.37	3267614	3268613	+
AAEL001619	supercont1.37	3279430	3280429	+
AAEL001629	supercont1.37	3600569	3601568	+
AAEL001616	supercont1.37	3697373	3698372	-
AAEL016670	supercont1.370	35099	36098	+
AAEL009112	supercont1.370	38545	39544	+
AAEL009109	supercont1.370	47485	48484	+
AAEL009110	supercont1.370	58024	59023	+
AAEL009108	supercont1.370	164419	165418	-
AAEL009115	supercont1.370	517365	518364	-
AAEL009116	supercont1.370	519389	520388	-
AAEL009111	supercont1.370	917233	918232	+
AAEL009114	supercont1.370	948873	949872	-
AAEL009113	supercont1.370	1151686	1152685	-
AAEL015606	supercont1.3709	1201	2200	+
AAEL016671	supercont1.371	115882	116881	-
AAEL015950	supercont1.371	279560	280559	-
AAEL015945	supercont1.371	281922	282921	-
AAEL009121	supercont1.371	341021	342020	-
AAEL009138	supercont1.371	371805	372804	-
AAEL016672	supercont1.371	380593	381592	+
AAEL009126	supercont1.371	384036	385035	+
AAEL009124	supercont1.371	392871	393870	+
AAEL009120	supercont1.371	406887	407886	+
AAEL009137	supercont1.371	408663	409662	+
AAEL009133	supercont1.371	418740	419739	+
AAEL009122	supercont1.371	435226	436225	-
AAEL009119	supercont1.371	445596	446595	+
AAEL009118	supercont1.371	456632	457631	-
AAEL009132	supercont1.371	460624	461623	-
AAEL009128	supercont1.371	473066	474065	-
AAEL009117	supercont1.371	483911	484910	+
AAEL009125	supercont1.371	503192	504191	+
AAEL009127	supercont1.371	514315	515314	+
AAEL009123	supercont1.371	744119	745118	+
AAEL009130	supercont1.371	756967	757966	-
AAEL009131	supercont1.371	766899	767898	+
AAEL009129	supercont1.371	779506	780505	+
AAEL016673	supercont1.371	798565	799564	+
AAEL009136	supercont1.371	846821	847820	+
AAEL009134	supercont1.371	1024612	1025611	+
AAEL009135	supercont1.371	1032681	1033680	+
AAEL016674	supercont1.371	1034721	1035720	-
AAEL016675	supercont1.372	13560	14559	+
AAEL009141	supercont1.372	253658	254657	+
AAEL009143	supercont1.372	313566	314565	+
AAEL009139	supercont1.372	568881	569880	+
AAEL009140	supercont1.372	720856	721855	+
AAEL009145	supercont1.372	721622	722621	-
AAEL009144	supercont1.372	723738	724737	+
AAEL009147	supercont1.372	729627	730626	+
AAEL009142	supercont1.372	742204	743203	+
AAEL009148	supercont1.372	779109	780108	-
AAEL009146	supercont1.372	898520	899519	-
AAEL015607	supercont1.3724	2936	3935	-
AAEL009159	supercont1.373	64724	65723	-
AAEL009151	supercont1.373	416633	417632	-
AAEL009149	supercont1.373	435137	436136	+
AAEL009153	supercont1.373	435966	436965	-
AAEL009160	supercont1.373	453425	454424	-
